"ConceptCode","ActiveConcept_Flag","Skip_Flag","Bypass_Flag","Novel_Flag","Update_Flag","UpdateReason","ReviewDate","Antineoplastic_Flag","Immuno_Flag","DrugCategory","PreferredName","DisplayName","FirstSynonym","Definition","Modulator"
"C163978",-1,0,0,-1,0,,7/29/2019 0:00:00,0,0,"Immunomodulatory Immunotherapy","INO-5151","INO-5151","DNA Plasmid-encoding Interleukin-12 INO-9012/PSA/PSMA DNA Plasmids INO-5150 Formulation INO-5151","A DNA-based combined formulation composed of INO-5150, DNA plasmids encoding the tumor-associated antigens (TAAs) prostate-specific antigen (PSA) and prostate-specific membrane antigen (PSMA), and INO-9012, a plasmid DNA vaccine encoding the immune activator and pro-inflammatory cytokine human interleukin-12 (IL-12), with potential immunoactivating and antineoplastic activities. Upon intramuscular delivery of INO-5151 and electroporation of the PSA/PSMA DNA plasmid INO-5150, PSA and PSMA are translated in cells and elicit a cytotoxic T-lymphocyte (CTL) response against cancer cells expressing PSA and PSMA, resulting in tumor cell lysis. Upon electroporation of the DNA plasmid encoding IL-12 INO-9012, IL-12 is translated in cells and the expressed IL-12 activates the immune system by promoting the activation of natural killer cells (NK cells), inducing secretion of interferon-gamma (IFN-g) and promoting CTL responses against tumor cells. This boosts the immune response and results in increased CTL-mediated tumor cell death as compared with the administration of INO-5150 alone. PSA and PSMA are overexpressed on a variety of cancer cell types.",
"C163992",-1,0,0,-1,-1,"Novel NCI code",,-1,0,,"Anti-PD-L1 Monoclonal Antibody A167","Anti-PD-L1 Monoclonal Antibody A167","Anti-PD-L1 Monoclonal Antibody A167","A humanized monoclonal antibody directed against the immunosuppressive ligand programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, anti-PD-L1 monoclonal antibody A167 specifically targets and binds to PD-L1, blocking its binding to and activation of its receptor programmed cell death 1 (PD-1; cluster of differentiation 279; CD279). This reverses T-cell inactivation caused by PD-1/PD-L1 signaling and enhances the cytotoxic T-lymphocyte (CTL)-mediated anti-tumor immune response against PD-L1-expressing tumor cells. PD-L1 is overexpressed by many human cancer cell types. PD-L1 binding to PD-1 on T-cells suppresses the immune system and results in immune evasion. PD-1, a transmembrane protein belonging to the immunoglobulin superfamily (IgSF) expressed on activated T-cells, is a negative regulator of the immune system that limits the expansion and survival of CD8-positive T-cells.",
"C164008",-1,0,0,-1,-1,"Novel NCI code",,0,0,,"CD38-targeting Agent","CD38-targeting Agent","CD38-targeting Agent","Any agent that targets CD38.",
"C164034",-1,0,0,-1,-1,"Novel NCI code",,0,0,,"CD20-targeting Agent","CD20-targeting Agent","CD20-targeting Agent","Any agent targeting CD20.",
"C164217",-1,0,0,-1,0,,11/18/2019 0:00:00,0,0,"Targeted Therapy","NGM120","NGM120","Anti-GFRAL Monoclonal Antibody NGM120","A long-acting monoclonal antibody directed against glial-cell-derived neurotrophic factor (GDNF) family receptor alpha-like (GFRAL), with potential anti-anorexia and anti-cachexia activities. Upon administration, NGM120 targets, binds to and blocks GFRAL. This prevents binding of growth differentiation factor 15 (GDF15; MIC-1) to its receptor GFRAL and prevents GDF15/GFRAL-mediated signaling. This may abrogate loss of appetite and uncontrolled weight loss associated with high serum levels of GDF15. GDF15, a stress response cytokine and divergent member of the TGF-beta superfamily, plays a key role in the regulation of body weight through central mechanisms. High GDF15 plasma levels, as seen in individuals with advanced cancers, are associated with loss of body mass.",
"C164317",-1,0,0,-1,0,,9/24/2019 0:00:00,0,0,"Targeted Therapy","BAY2416964","BAY2416964","Aryl Hydrocarbon Receptor Antagonist BAY2416964","An orally available formulation containing a small molecule antagonist of the aryl hydrocarbon receptor (AhR; class E basic helix-loop-helix protein 76; bHLHe76) with potential immunomodulating and antineoplastic activities. Upon oral administration, AhR antagonist BAY2416964 specifically binds to AhR, inhibits AhR activation, and prevents AhR-mediated signaling. Abrogation of AhR activation prevents the activation of immune-tolerant dendritic cells (DCs) and regulatory T-cells (Tregs) in the tumor microenvironment (TME). This may restore the immune response against tumor cells. AhR, a member of the basic helix-loop-helix/Per-Arnt-Sim (bHLH/PAS) family of transcription factors, has important roles in regulating immunity and cellular differentiation. AhR can exhibit both pro-oncogenic and tumor suppressor-like functions depending on the tumor type; therefore, its expression may serve as a negative or positive prognostic factor.",
"C164668",-1,0,0,-1,-1,"Novel NCI code",,-1,0,,"Anti-alpha BCMA/Anti-alpha CD3 T-cell Engaging Bispecific Antibody TNB-383B","Anti-alpha BCMA/Anti-alpha CD3 T-cell Engaging Bispecific Antibody TNB-383B","Anti-alpha BCMA/Anti-alpha CD3 T-cell Engaging Bispecific Antibody TNB-383B","A T-cell engaging bispecific antibody (T-BsAb) directed against the tumor-associated antigen (TAA) human alpha B-cell maturation antigen (aBCMA) and against the alphaCD3 (aCD3) antigen found on T-lymphocytes, with potential immunostimulating and antineoplastic activities. TNB-383B is composed of two aBCMA moieties in sequence on one arm, a single aCD3 arm, and a silenced IgG4 Fc. Upon administration of anti-aBCMA/aCD3 T-cell engaging bispecific antibody TNB-383B, this bispecific antibody binds to both CD3 on cytotoxic T-lymphocytes (CTLs) and BCMA found on BCMA-expressing tumor cells. This activates and redirects CTLs to BCMA-expressing tumor cells, which results in the CTL-mediated cell death of BCMA-expressing tumor cells. BCMA, a member of the tumor necrosis factor receptor superfamily that is specifically overexpressed on malignant plasma cells, plays a key role in promoting plasma cell survival. Binding to aCD3 preferentially activates effector over regulatory T-cells and stimulates minimal cytokine release.",
"C1647",-1,0,0,0,0,,11/9/2018 0:00:00,-1,-1,"Targeted Therapy","Trastuzumab","Trastuzumab","Trastuzumab","A recombinant humanized monoclonal antibody directed against the human epidermal growth factor receptor 2 (HER2). After binding to HER2 on the tumor cell surface, trastuzumab induces an antibody-dependent cell-mediated cytotoxicity against tumor cells tha",
"C1650",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","Peldesine","Peldesine","Peldesine","A pyrimidine analogue and purine nucleoside phosphorylase inhibitor with immunosuppressive and antineoplastic properties. Peldesine inhibits purine nucleoside phosphorylase (PNP) that plays a pivotal role in T-cell proliferation and is responsible for the catalysis of the reversible phosphorolytic cleavage of purine ribonucleosides and 2'-deoxyribonucleosides. Inhibition of PNP results in accumulation of dGTP and the subsequent failure of DNA synthesis. This agent maybe used in T-cell related autoimmune diseases including psoriasis, rheumatoid arthritis and Crohn s disease and T-cell cancers","Antagonist"
"C165166",-1,0,0,-1,-1,"Novel NCI code",,-1,0,,"Anti-CD20/Anti-CD3 Bispecific IgM Antibody IGM2323","Anti-CD20/Anti-CD3 Bispecific IgM Antibody IGM2323","Anti-CD20/Anti-CD3 Bispecific IgM Antibody IGM2323","An engineered immunoglobulin M (IgM) bispecific antibody, with potential antineoplastic activity. Anti-CD20/CD3 bispecific IgM antibody IGM2323 contains ten high affinity binding domains for the tumor-associated antigen (TAA) CD20, and one binding domain for CD3, a T-cell surface antigen. Upon administration, IGM2323 binds to both T-cells and CD20-expressing B-lineage tumor cells. The resulting cross-linkage may trigger a potent cytotoxic T-lymphocyte (CTL) response against the CD20-expressing tumor B-cells. Additionally, IGM-2323 induces complement-dependent cytotoxicity (CDC) to a greater extent than anti-CD20/anti-CD3 IgG bispecific antibodies, thereby further enhancing the killing CD20-expressing tumor cells. The extra binding units of IGM-2323 may bind cancer cells that express relatively low amounts of CD20. Also, compared to IgG format bispecific T-cell engaging antibodies, IGM2323 appears to induce less cytokine release, which may reduce the risk of cytokine release syndrome (CRS). CD20 is exclusively expressed on B-cells during most stages of B-cell development and is often overexpressed in B-cell malignancies.",
"C165199",-1,0,0,-1,0,,8/27/2019 0:00:00,0,0,"Targeted Therapy","FCN-437","FCN-437","CDK4/6 Inhibitor FCN-437","An orally bioavailable inhibitor of cyclin-dependent kinase (CDK) types 4 (CDK4) and 6 (CDK6), with potential antineoplastic activity. Upon administration, CDK4/6 inhibitor FCN-437 selectively inhibits CDK4 and CDK6, which inhibits the phosphorylation of retinoblastoma protein (Rb) early in the G1 phase, prevents CDK-mediated G1/S transition and leads to cell cycle arrest. This suppresses DNA replication and decreases tumor cell proliferation. CDK4 and 6 are serine/threonine kinases that are upregulated in many tumor cell types and play key roles in the regulation of both cell cycle progression from the G1-phase into the S-phase and cell proliferation.",
"C1652",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","Marimastat","Marimastat","Marimastat","An orally-active synthetic hydroxamate with potential antineoplastic activity.  Marimastat covalently binds to the zinc(II) ion in the active site of matrix metalloproteinases (MMPs), thereby inhibiting the action of MMPs, inducing extracellular matrix degradation, and inhibiting angiogenesis, tumor growth and invasion, and metastasis.  This agent may also inhibit tumor necrosis factor-alpha converting enzyme (TACE), an enzyme involved in tumor necrosis factor alpha (TNF-alpha) production that may play a role in some malignancies as well as in the development of arthritis and sepsis. (NCI04)",
"C165256",-1,0,0,-1,0,,11/18/2019 0:00:00,0,0,"Immunomodulatory Immunotherapy","SQZ-PBMC-HPV","SQZ-PBMC-HPV","Antigen-presenting Cells-expressing HPV16 E6/E7 SQZ-PBMC-HPV","A preparation of antigen presenting cells (APCs) specific for human papillomavirus (HPV) type 16 E6 and E7 proteins, with potential immunomodulating and antineoplastic activities. Autologous peripheral blood mononuclear cells (PBMCs) were ex vivo manipulated, using a technique involving membrane disruption to get the HPV16 E6 and E7 proteins into the cells; the resulting APCs present the antigens in a major histocompatibility type I (MHC-I) manner.  Upon administration of the APCs-expressing HPV16 E6/E7 SQZ-PBMC-HPV, these cells activate the immune system to mount a cytotoxic T-lymphocyte (CTL) immune response against tumor cells expressing HPV16 E6 and E7.  HPV16 E6 and E7 play an important role in the development of certain types of cancer.",
"C165270",-1,0,0,-1,-1,"Novel NCI code",,-1,0,,"Anti-PD-L1 Monoclonal Antibody HLX20","Anti-PD-L1 Monoclonal Antibody HLX20","Anti-PD-L1 Monoclonal Antibody HLX20","A recombinant human monoclonal antibody directed against the immunosuppressive ligand programmed cell death-1 ligand 1 (PD-L1; cluster of differentiation 274; CD274), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, anti-PD-L1 monoclonal antibody HLX20 specifically targets and binds to PD-L1, blocking its binding to and activation of its receptor programmed cell death 1 (PD-1; cluster of differentiation 279; CD279). This reverses T-cell inactivation caused by PD-1/PD-L1 signaling and enhances the cytotoxic T-lymphocyte (CTL)-mediated anti-tumor immune response against PD-L1-expressing tumor cells. PD-L1 is overexpressed by many human cancer cell types. PD-L1 binding to PD-1 on T-cells suppresses the immune system and results in immune evasion. PD-1, a transmembrane protein belonging to the immunoglobulin superfamily (IgSF) expressed on activated T-cells, is a negative regulator of the immune system that limits the expansion and survival of CD8-positive T-cells.",
"C165274",-1,0,0,-1,-1,"Novel NCI code",,0,0,,"Anti-TRBC1-CAR-CD3zeta-4-1BB-RQR8-expressing Autologous T-lymphocyte Cells AUTO4","Anti-TRBC1-CAR-CD3zeta-4-1BB-RQR8-expressing Autologous T-lymphocyte Cells AUTO4","Anti-TRBC1-CAR-CD3zeta-4-1BB-RQR8-expressing Autologous T-lymphocyte Cells AUTO4","Autologous human T-lymphocytes that are genetically engineered to express a chimeric antigen receptor (CAR) containing an anti-T-cell receptor beta constant 1 (TRBC1; T-cell receptor beta-1 chain C region) single chain variable fragment (scFv) and the co-stimulatory domain 4-1BB (CD137) coupled to the zeta chain of the TCR/CD3 complex (CD3-zeta), with potential immunostimulating and antineoplastic activities. Upon administration, anti-TRBC1-CAR-CD3zeta-4-1BB-RQR8-expressing autologous T-lymphocyte cells AUTO4 targets and binds to the TRBC1 expressed on tumor cell surfaces. Subsequently, TRBC1-expressing tumor cells are lysed. In addition, AUTO4 carries the universal RQR8 safety ""off"" switch, which allows selective removal of the T-cells through both complement-dependent cytotoxicity (CDC) and antibody-dependent cellular cytotoxicity (ADCC) following administration of rituximab if unacceptable side-effects occur.",
